Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Description
401	398	Personal Finance	Insurance	Life Insurance		Content relating to Personal Finance > Insurance > Life Insurance: life insurance, term life, whole life, life policy.
402	398	Personal Finance	Insurance	Motor Insurance		Content relating to Personal Finance > Insurance > Motor Insurance: car insurance, auto insurance, vehicle insurance.
403	398	Personal Finance	Insurance	Pet Insurance		Content relating to Personal Finance > Insurance > Pet Insurance: pet insurance, vet insurance, dog insurance, cat insurance.
404	398	Personal Finance	Insurance	Travel Insurance		Content relating to Personal Finance > Insurance > Travel Insurance: travel insurance, trip insurance, vacation insurance.
405	391	Personal Finance	Personal Debt			Content relating to Personal Finance > Personal Debt: personal debt, debt, credit, loans, borrowing.
406	405	Personal Finance	Personal Debt	Credit Cards		Content relating to Personal Finance > Personal Debt > Credit Cards: credit cards, credit card debt, rewards cards, credit score.
407	405	Personal Finance	Personal Debt	Home Financing		Content relating to Personal Finance > Personal Debt > Home Financing: mortgage, home loan, refinance, home financing.
408	405	Personal Finance	Personal Debt	Personal Loans		Content relating to Personal Finance > Personal Debt > Personal Loans: personal loans, unsecured loan, personal loan rates.
409	405	Personal Finance	Personal Debt	Student Loans		Content relating to Personal Finance > Personal Debt > Student Loans: student loans, student debt, federal loans, repayment.
410	391	Personal Finance	Personal Investing			Content relating to Personal Finance > Personal Investing: investing, investment, portfolio, stocks, bonds.
411	410	Personal Finance	Personal Investing	Hedge Funds		Content relating to Personal Finance > Personal Investing > Hedge Funds: hedge funds, hedge fund, alternative investment.
412	410	Personal Finance	Personal Investing	Mutual Funds		Content relating to Personal Finance > Personal Investing > Mutual Funds: mutual funds, fund investing, index funds, mutual fund.
413	410	Personal Finance	Personal Investing	Options		Content relating to Personal Finance > Personal Investing > Options: options trading, stock options, options strategy.
414	410	Personal Finance	Personal Investing	Stocks and Bonds		Content relating to Personal Finance > Personal Investing > Stocks and Bonds: stocks, bonds, equity, securities, stock market.
415	391	Personal Finance	Personal Taxes			Content relating to Personal Finance > Personal Taxes: taxes, tax filing, IRS, tax return, income tax.
416	391	Personal Finance	Retirement Planning			Content relating to Personal Finance > Retirement Planning: retirement, 401k, IRA, pension, retirement savings.
422		Pets				Content relating to Pets: pets, pet care, dogs, cats, animal care.
423	422	Pets	Birds			Content relating to Pets > Birds: pet birds, bird care, parakeet, parrot, avian.
424	422	Pets	Cats			Content relating to Pets > Cats: cats, cat care, kittens, feline, cat owner.
425	422	Pets	Dogs			Content relating to Pets > Dogs: dogs, dog care, puppies, canine, dog owner.
426	422	Pets	Fish and Aquariums			Content relating to Pets > Fish and Aquariums: aquarium, fish tank, tropical fish, aquarium care.
427	422	Pets	Large Animals			Content relating to Pets > Large Animals: large animals, horses, livestock, farm animals.
428	422	Pets	Pet Adoptions			Content relating to Pets > Pet Adoptions: pet adoption, adopt a pet, rescue, animal shelter.
431	422	Pets	Pet Supplies			Content relating to Pets > Pet Supplies: pet supplies, pet food, dog food, cat food, pet store.
429	422	Pets	Reptiles			Content relating to Pets > Reptiles: reptiles, lizard, snake, reptile care, terrarium.
430	422	Pets	Veterinary Medicine			Content relating to Pets > Veterinary Medicine: veterinary, vet, animal hospital, pet health.
386		Politics				Content relating to Politics: politics, political, government, elections, policy.
8YPBBL	386	Politics	Civic affairs			Content relating to Politics > Civic affairs: civic affairs, civic engagement, community, local government.
387	386	Politics	Elections			Content relating to Politics > Elections: elections, voting, campaign, ballot, political race.
388	386	Politics	Political Issues & Policy			Content relating to Politics > Political Issues & Policy: political issues, policy, legislation, political debate.
432		Pop Culture				Content relating to Pop Culture: pop culture, celebrity, entertainment news, trending.
433	432	Pop Culture	Celebrity Deaths			Content relating to Pop Culture > Celebrity Deaths: celebrity death, obituary, celebrity news.
434	432	Pop Culture	Celebrity Families			Content relating to Pop Culture > Celebrity Families: celebrity families, celebrity kids, Hollywood families.
435	432	Pop Culture	Celebrity Homes			Content relating to Pop Culture > Celebrity Homes: celebrity homes, celebrity real estate, mansion.
436	432	Pop Culture	Celebrity Pregnancy			Content relating to Pop Culture > Celebrity Pregnancy: celebrity pregnancy, expecting, celebrity baby.
437	432	Pop Culture	Celebrity Relationships			Content relating to Pop Culture > Celebrity Relationships: celebrity relationships, celebrity couples, dating.
438	432	Pop Culture	Celebrity Scandal			Content relating to Pop Culture > Celebrity Scandal: celebrity scandal, controversy, celebrity news.
439	432	Pop Culture	Celebrity Style			Content relating to Pop Culture > Celebrity Style: celebrity style, celebrity fashion, red carpet, celebrity look.
440	432	Pop Culture	Humor and Satire			Content relating to Pop Culture > Humor and Satire: humor, satire, comedy, parody, funny.
W3CW2J	602	Technology & Computing	Computing	Computer Software and Applications	Productivity	Content relating to Technology & Computing > Computing > Computer Software and Applications > Productivity: productivity software, productivity apps, task management, efficiency.
441		Real Estate				Content relating to Real Estate: real estate, property, housing, real estate market.
442	441	Real Estate	Apartments			Content relating to Real Estate > Apartments: apartments, rental, apartment living, condo.
445	441	Real Estate	Developmental Sites			Content relating to Real Estate > Developmental Sites: development sites, land development, real estate development.
446	441	Real Estate	Hotel Properties			Content relating to Real Estate > Hotel Properties: hotel property, hospitality real estate, hotel investment.
447	441	Real Estate	Houses			Content relating to Real Estate > Houses: houses, single family home, home for sale, housing.
448	441	Real Estate	Industrial Property			Content relating to Real Estate > Industrial Property: industrial real estate, warehouse, industrial space.
449	441	Real Estate	Land and Farms			Content relating to Real Estate > Land and Farms: land, farmland, acreage, rural property.
450	441	Real Estate	Office Property			Content relating to Real Estate > Office Property: office real estate, office space, commercial office.
451	441	Real Estate	Real Estate Buying and Selling			Content relating to Real Estate > Real Estate Buying and Selling: buying selling real estate, home sale, purchase property.
452	441	Real Estate	Real Estate Renting and Leasing			Content relating to Real Estate > Real Estate Renting and Leasing: renting, lease, tenant, rental property.
443	441	Real Estate	Retail Property			Content relating to Real Estate > Retail Property: retail real estate, retail space, storefront.
444	441	Real Estate	Vacation Properties			Content relating to Real Estate > Vacation Properties: vacation property, second home, vacation rental.
453		Religion & Spirituality				Content relating to Religion & Spirituality: religion, spirituality, faith, religious.
454	453	Religion & Spirituality	Agnosticism			Content relating to Religion & Spirituality > Agnosticism: agnostic, agnosticism, questioning belief.
456	453	Religion & Spirituality	Astrology			Content relating to Religion & Spirituality > Astrology: astrology, zodiac, horoscope, star sign.
457	453	Religion & Spirituality	Atheism			Content relating to Religion & Spirituality > Atheism: atheism, atheist, secular, non-belief.
458	453	Religion & Spirituality	Buddhism			Content relating to Religion & Spirituality > Buddhism: Buddhism, Buddhist, meditation, mindfulness.
459	453	Religion & Spirituality	Christianity			Content relating to Religion & Spirituality > Christianity: Christianity, Christian, church, Bible.
460	453	Religion & Spirituality	Hinduism			Content relating to Religion & Spirituality > Hinduism: Hinduism, Hindu, Vedas, Indian religion.
461	453	Religion & Spirituality	Islam			Content relating to Religion & Spirituality > Islam: Islam, Muslim, Quran, Islamic.
462	453	Religion & Spirituality	Judaism			Content relating to Religion & Spirituality > Judaism: Judaism, Jewish, Torah, Hebrew.
463	453	Religion & Spirituality	Sikhism			Content relating to Religion & Spirituality > Sikhism: Sikhism, Sikh, Sikh religion.
455	453	Religion & Spirituality	Spirituality			Content relating to Religion & Spirituality > Spirituality: spirituality, spiritual, mindfulness, inner peace.
464		Science				Content relating to Science: science, scientific, research, discovery.
465	464	Science	Biological Sciences			Content relating to Science > Biological Sciences: biology, life sciences, organisms, biological.
466	464	Science	Chemistry			Content relating to Science > Chemistry: chemistry, chemical, molecules, lab chemistry.
467	464	Science	Environment			Content relating to Science > Environment: environment, environmental, ecology, climate, nature.
468	464	Science	Genetics			Content relating to Science > Genetics: genetics, DNA, genome, heredity, genes.
469	464	Science	Geography			Content relating to Science > Geography: geography, geographic, maps, world geography.
470	464	Science	Geology			Content relating to Science > Geology: geology, earth science, rocks, minerals.
471	464	Science	Physics			Content relating to Science > Physics: physics, physical science, quantum, particle.
472	464	Science	Space and Astronomy			Content relating to Science > Space and Astronomy: space, astronomy, NASA, planets, stars.
390	464	Science	Weather			Content relating to Science > Weather: weather, forecast, climate, storms, meteorology.
v9i3On		Sensitive Topics				Content relating to Sensitive Topics: sensitive content, mature content, content warning.
Rm3SiT	v9i3On	Sensitive Topics	Adult & Explicit Sexual Content			Content relating to Sensitive Topics > Adult & Explicit Sexual Content: adult content, explicit, sexual content, mature.
avbNf2	v9i3On	Sensitive Topics	Arms & Ammunition			Content relating to Sensitive Topics > Arms & Ammunition: weapons, guns, ammunition, firearms.
XtODT3	v9i3On	Sensitive Topics	Crime & Harmful Acts to Individuals, Society & Human Right Violations			Content relating to Sensitive Topics > Crime & Harmful Acts to Individuals, Society & Human Right Violations: crime, human rights violations, harmful acts.
I4GWl6	v9i3On	Sensitive Topics	Death, Injury, or Military Conflict			Content relating to Sensitive Topics > Death, Injury, or Military Conflict: death, injury, military conflict, war casualty.
Z7rJBM	v9i3On	Sensitive Topics	Debated Sensitive Social Issues			Content relating to Sensitive Topics > Debated Sensitive Social Issues: controversial issues, social debate, sensitive topics.
HxqYV1	v9i3On	Sensitive Topics	Hate Speech and Acts of Aggression			Content relating to Sensitive Topics > Hate Speech and Acts of Aggression: hate speech, aggression, discrimination.
pg0WhF	v9i3On	Sensitive Topics	Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol			Content relating to Sensitive Topics > Illegal Drugs, Tobacco, eCigarettes, Vaping, Alcohol: drugs, tobacco, vaping, alcohol, substance.
j9PaO9	v9i3On	Sensitive Topics	Obscenity and Profanity			Content relating to Sensitive Topics > Obscenity and Profanity: obscenity, profanity, offensive language.
mm3UXx	v9i3On	Sensitive Topics	Online Piracy			Content relating to Sensitive Topics > Online Piracy: piracy, copyright, illegal download, pirated content.
6i4dB6	v9i3On	Sensitive Topics	Spam or Harmful Content			Content relating to Sensitive Topics > Spam or Harmful Content: spam, harmful content, malware, phishing.
8FD8nI	v9i3On	Sensitive Topics	Terrorism			Content relating to Sensitive Topics > Terrorism: terrorism, terrorist, extremism.
473		Shopping				Content relating to Shopping: shopping, retail, buy, purchase, stores.
482	473	Shopping	Children's Games and Toys			Content relating to Shopping > Children's Games and Toys: toys, kids toys, games for children, toy store.
474	473	Shopping	Coupons and Discounts			Content relating to Shopping > Coupons and Discounts: coupons, discounts, deals, promo code, savings.
475	473	Shopping	Flower Shopping			Content relating to Shopping > Flower Shopping: flowers, florist, flower delivery, bouquets.
476	473	Shopping	Gifts and Greetings Cards			Content relating to Shopping > Gifts and Greetings Cards: gifts, greeting cards, gift ideas, card.
477	473	Shopping	Grocery Shopping			Content relating to Shopping > Grocery Shopping: grocery, supermarket, food shopping, groceries.
478	473	Shopping	Holiday Shopping			Content relating to Shopping > Holiday Shopping: holiday shopping, Christmas shopping, seasonal deals.
479	473	Shopping	Household Supplies			Content relating to Shopping > Household Supplies: household supplies, cleaning, home supplies.
480	473	Shopping	Lotteries and Scratchcards			Content relating to Shopping > Lotteries and Scratchcards: lottery, scratch cards, lottery tickets.
161	473	Shopping	Party Supplies and Decorations			Content relating to Shopping > Party Supplies and Decorations: party supplies, decorations, party store.
481	473	Shopping	Sales and Promotions			Content relating to Shopping > Sales and Promotions: sales, promotions, clearance, sale.
483		Sports				Content relating to Sports: sports, athletics, games, competition.
484	483	Sports	American Football			Content relating to Sports > American Football: football, NFL, quarterback, touchdown, football game.
507	483	Sports	Australian Rules Football			Content relating to Sports > Australian Rules Football: AFL, Aussie rules, Australian football.
518	483	Sports	Auto Racing			Content relating to Sports > Auto Racing: auto racing, NASCAR, Formula 1, racing, motorsport.
519	518	Sports	Auto Racing	Motorcycle Sports		Content relating to Sports > Auto Racing > Motorcycle Sports: motorbike racing, MotoGP, motorcycle racing.
534	483	Sports	Badminton			Content relating to Sports > Badminton: badminton, shuttlecock, badminton court.
545	483	Sports	Baseball			Content relating to Sports > Baseball: baseball, MLB, batting, home run, baseball game.
547	483	Sports	Basketball			Content relating to Sports > Basketball: basketball, NBA, hoops, basketball game.
548	483	Sports	Beach Volleyball			Content relating to Sports > Beach Volleyball: beach volleyball, sand volleyball.
549	483	Sports	Bodybuilding			Content relating to Sports > Bodybuilding: bodybuilding, muscle, physique, bodybuilder.
550	483	Sports	Bowling			Content relating to Sports > Bowling: bowling, bowling alley, pins, strike.
485	483	Sports	Boxing			Content relating to Sports > Boxing: boxing, boxer, fight, heavyweight.
486	483	Sports	Cheerleading			Content relating to Sports > Cheerleading: cheerleading, cheer, cheerleader, squad.
487	483	Sports	College Sports			Content relating to Sports > College Sports: college sports, NCAA, college football, college basketball.
490	487	Sports	College Sports	College Baseball		Content relating to Sports > College Sports > College Baseball: college baseball, NCAA baseball.
489	487	Sports	College Sports	College Basketball		Content relating to Sports > College Sports > College Basketball: college basketball, March Madness, NCAA basketball.
488	487	Sports	College Sports	College Football		Content relating to Sports > College Sports > College Football: college football, NCAA football, Saturday football.
491	483	Sports	Cricket			Content relating to Sports > Cricket: cricket, Test match, ODI, cricket game.
492	483	Sports	Cycling			Content relating to Sports > Cycling: cycling, bicycle, bike racing, Tour de France.
493	483	Sports	Darts			Content relating to Sports > Darts: darts, dartboard, pub darts.
494	483	Sports	Disabled Sports			Content relating to Sports > Disabled Sports: Paralympics, adaptive sports, disabled athletes.
495	483	Sports	Diving			Content relating to Sports > Diving: diving, dive, platform diving, springboard.
496	483	Sports	Equine Sports			Content relating to Sports > Equine Sports: equestrian, horse sports, riding, horse competition.
497	483	Sports	Equine Sports	Horse Racing		Content relating to Sports > Equine Sports > Horse Racing: horse racing, thoroughbred, Kentucky Derby, racing.
498	483	Sports	Extreme Sports			Content relating to Sports > Extreme Sports: extreme sports, action sports, adrenaline.
499	498	Sports	Extreme Sports	Canoeing and Kayaking		Content relating to Sports > Extreme Sports > Canoeing and Kayaking: canoeing, kayaking, paddle, whitewater.
500	498	Sports	Extreme Sports	Climbing		Content relating to Sports > Extreme Sports > Climbing: climbing, rock climbing, mountaineering, bouldering.
501	498	Sports	Extreme Sports	Paintball		Content relating to Sports > Extreme Sports > Paintball: paintball, paintball gun, paintball game.
502	498	Sports	Extreme Sports	Scuba Diving		Content relating to Sports > Extreme Sports > Scuba Diving: scuba diving, scuba, underwater, diving.
503	498	Sports	Extreme Sports	Skateboarding		Content relating to Sports > Extreme Sports > Skateboarding: skateboarding, skateboard, skate park.
504	498	Sports	Extreme Sports	Snowboarding		Content relating to Sports > Extreme Sports > Snowboarding: snowboarding, snowboard, slopes.
505	498	Sports	Extreme Sports	Surfing and Bodyboarding		Content relating to Sports > Extreme Sports > Surfing and Bodyboarding: surfing, surf, waves, bodyboarding.
506	498	Sports	Extreme Sports	Waterskiing and Wakeboarding		Content relating to Sports > Extreme Sports > Waterskiing and Wakeboarding: waterskiing, wakeboarding, water sports.
508	483	Sports	Fantasy Sports			Content relating to Sports > Fantasy Sports: fantasy sports, fantasy football, fantasy league.
509	483	Sports	Field Hockey			Content relating to Sports > Field Hockey: field hockey, hockey field.
510	483	Sports	Figure Skating			Content relating to Sports > Figure Skating: figure skating, ice skating, figure skater.
511	483	Sports	Fishing Sports			Content relating to Sports > Fishing Sports: fishing, sport fishing, angling, catch.
512	483	Sports	Golf			Content relating to Sports > Golf: golf, golf course, PGA, golf game.
513	483	Sports	Gymnastics			Content relating to Sports > Gymnastics: gymnastics, gymnast, floor, balance beam.
514	483	Sports	Hunting and Shooting			Content relating to Sports > Hunting and Shooting: hunting, shooting sports, game hunting.
515	483	Sports	Ice Hockey			Content relating to Sports > Ice Hockey: ice hockey, NHL, hockey game, puck.
516	483	Sports	Inline Skating			Content relating to Sports > Inline Skating: inline skating, rollerblading, roller skating.
517	483	Sports	Lacrosse			Content relating to Sports > Lacrosse: lacrosse, lacrosse stick, lacrosse game.
520	483	Sports	Martial Arts			Content relating to Sports > Martial Arts: martial arts, karate, judo, MMA, fighting.
521	483	Sports	Olympic Sports			Content relating to Sports > Olympic Sports: Olympics, Olympic games, Olympic sports.
522	521	Sports	Olympic Sports	Summer Olympic Sports		Content relating to Sports > Olympic Sports > Summer Olympic Sports: Summer Olympics, Olympic summer sports.
523	521	Sports	Olympic Sports	Winter Olympic Sports		Content relating to Sports > Olympic Sports > Winter Olympic Sports: Winter Olympics, skiing, skating, winter sports.
524	483	Sports	Poker and Professional Gambling			Content relating to Sports > Poker and Professional Gambling: poker, professional gambling, poker tournament.
525	483	Sports	Rodeo			Content relating to Sports > Rodeo: rodeo, bull riding, rodeo events.
526	483	Sports	Rowing			Content relating to Sports > Rowing: rowing, crew, crew team, rowing boat.
527	483	Sports	Rugby			Content relating to Sports > Rugby: rugby, rugby union, rugby league, rugby game.
528	527	Sports	Rugby	Rugby League		Content relating to Sports > Rugby > Rugby League: rugby league, NRL, league rugby.
529	527	Sports	Rugby	Rugby Union		Content relating to Sports > Rugby > Rugby Union: rugby union, rugby world cup.
530	483	Sports	Sailing			Content relating to Sports > Sailing: sailing, yacht, sailboat, regatta.
531	483	Sports	Skiing			Content relating to Sports > Skiing: skiing, ski, slopes, alpine skiing.
532	483	Sports	Snooker/Pool/Billiards			Content relating to Sports > Snooker/Pool/Billiards: snooker, pool, billiards, cue sports.
533	483	Sports	Soccer			Content relating to Sports > Soccer: soccer, football, FIFA, Premier League.
535	483	Sports	Softball			Content relating to Sports > Softball: softball, softball game, fastpitch.
551	483	Sports	Sports Equipment			Content relating to Sports > Sports Equipment: sports equipment, gear, athletic equipment.
536	483	Sports	Squash			Content relating to Sports > Squash: squash, squash court, racket.
537	483	Sports	Swimming			Content relating to Sports > Swimming: swimming, swim, pool, swimmer.
538	483	Sports	Table Tennis			Content relating to Sports > Table Tennis: table tennis, ping pong.
539	483	Sports	Tennis			Content relating to Sports > Tennis: tennis, Wimbledon, tennis match.
540	483	Sports	Track and Field			Content relating to Sports > Track and Field: track and field, athletics, running, jumping.
541	483	Sports	Volleyball			Content relating to Sports > Volleyball: volleyball, volleyball game, net.
542	483	Sports	Walking			Content relating to Sports > Walking: walking, fitness walking, race walking.
543	483	Sports	Water Polo			Content relating to Sports > Water Polo: water polo, pool polo.
544	483	Sports	Weightlifting			Content relating to Sports > Weightlifting: weightlifting, weight lifter, powerlifting.
546	483	Sports	Wrestling			Content relating to Sports > Wrestling: wrestling, WWE, wrestler, grappling.
552		Style & Fashion				Content relating to Style & Fashion: fashion, style, clothing, apparel.
553	552	Style & Fashion	Beauty			Content relating to Style & Fashion > Beauty: beauty, makeup, cosmetics, beauty tips.
554	553	Style & Fashion	Beauty	Hair Care		Content relating to Style & Fashion > Beauty > Hair Care: hair care, shampoo, conditioner, hair style.
555	553	Style & Fashion	Beauty	Makeup and Accessories		Content relating to Style & Fashion > Beauty > Makeup and Accessories: makeup, cosmetics, beauty accessories.
556	553	Style & Fashion	Beauty	Nail Care		Content relating to Style & Fashion > Beauty > Nail Care: nail care, manicure, pedicure, nails.
557	553	Style & Fashion	Beauty	Natural and Organic Beauty		Content relating to Style & Fashion > Beauty > Natural and Organic Beauty: natural beauty, organic cosmetics, clean beauty.
558	553	Style & Fashion	Beauty	Perfume and Fragrance		Content relating to Style & Fashion > Beauty > Perfume and Fragrance: perfume, fragrance, cologne, scent.
559	553	Style & Fashion	Beauty	Skin Care		Content relating to Style & Fashion > Beauty > Skin Care: skin care, skincare, moisturizer, serum.
574	552	Style & Fashion	Body Art			Content relating to Style & Fashion > Body Art: body art, tattoos, piercing.
575	552	Style & Fashion	Children's Clothing			Content relating to Style & Fashion > Children's Clothing: kids clothing, children's fashion.
576	552	Style & Fashion	Designer Clothing			Content relating to Style & Fashion > Designer Clothing: designer fashion, luxury clothing, designer brands.
577	552	Style & Fashion	Fashion Trends			Content relating to Style & Fashion > Fashion Trends: fashion trends, trend, runway.
578	552	Style & Fashion	High Fashion			Content relating to Style & Fashion > High Fashion: haute couture, high fashion, luxury fashion.
579	552	Style & Fashion	Men's Fashion			Content relating to Style & Fashion > Men's Fashion: men's fashion, menswear, men's clothing.
580	579	Style & Fashion	Men's Fashion	Men's Accessories		Content relating to Style & Fashion > Men's Fashion > Men's Accessories: men's accessories, ties, belts, men's jewelry.
581	580	Style & Fashion	Men's Fashion	Men's Accessories	Men's Jewelry and Watches	Content relating to Style & Fashion > Men's Fashion > Men's Accessories > Men's Jewelry and Watches: men's watches, men's jewelry.
582	579	Style & Fashion	Men's Fashion	Men's Clothing		Content relating to Style & Fashion > Men's Fashion > Men's Clothing: men's clothing, menswear, men's apparel.
583	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Business Wear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Business Wear: men's suits, business attire, formal wear men.
584	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Casual Wear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Casual Wear: men's casual, casual wear men.
585	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Formal Wear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Formal Wear: men's formal, tuxedo, formal suit.
586	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Outerwear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Outerwear: men's jackets, coat, men's outerwear.
587	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Sportswear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Sportswear: men's athletic wear, men's sports clothing.
588	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Underwear and Sleepwear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Underwear and Sleepwear: men's underwear, sleepwear, loungewear.
589	579	Style & Fashion	Men's Fashion	Men's Shoes and Footwear		Content relating to Style & Fashion > Men's Fashion > Men's Shoes and Footwear: men's shoes, footwear, men's sneakers.
590	552	Style & Fashion	Personal Care			Content relating to Style & Fashion > Personal Care: personal care, hygiene, grooming.
591	590	Style & Fashion	Personal Care	Bath and Shower		Content relating to Style & Fashion > Personal Care > Bath and Shower: bath, shower, soap, body wash.
592	590	Style & Fashion	Personal Care	Deodorant and Antiperspirant		Content relating to Style & Fashion > Personal Care > Deodorant and Antiperspirant: deodorant, antiperspirant.
593	590	Style & Fashion	Personal Care	Oral care		Content relating to Style & Fashion > Personal Care > Oral care: oral care, toothpaste, dental, mouthwash.
594	590	Style & Fashion	Personal Care	Shaving		Content relating to Style & Fashion > Personal Care > Shaving: shaving, razor, shaving cream.
595	552	Style & Fashion	Street Style			Content relating to Style & Fashion > Street Style: street style, streetwear, urban fashion.
560	552	Style & Fashion	Women's Fashion			Content relating to Style & Fashion > Women's Fashion: women's fashion, womenswear.
561	560	Style & Fashion	Women's Fashion	Women's Accessories		Content relating to Style & Fashion > Women's Fashion > Women's Accessories: women's accessories, handbags, jewelry.
562	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Glasses	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Glasses: women's glasses, eyewear, frames.
563	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Handbags and Wallets	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Handbags and Wallets: handbags, purses, wallets.
564	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Hats and Scarves	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Hats and Scarves: hats, scarves, women's accessories.
565	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Jewelry and Watches	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Jewelry and Watches: women's jewelry, women's watches.
566	560	Style & Fashion	Women's Fashion	Women's Clothing		Content relating to Style & Fashion > Women's Fashion > Women's Clothing: women's clothing, womenswear.
567	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Business Wear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Business Wear: women's suits, professional wear.
568	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Casual Wear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Casual Wear: women's casual clothing.
569	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Formal Wear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Formal Wear: women's formal, evening wear.
570	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Intimates and Sleepwear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Intimates and Sleepwear: lingerie, sleepwear, intimates.
571	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Outerwear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Outerwear: women's coats, jackets.
572	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Sportswear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Sportswear: women's athletic wear.
573	560	Style & Fashion	Women's Fashion	Women's Shoes and Footwear		Content relating to Style & Fashion > Women's Fashion > Women's Shoes and Footwear: women's shoes, heels, sandals.
596		Technology & Computing				Content relating to Technology & Computing: technology, computing, tech, software, hardware.
597	596	Technology & Computing	Artificial Intelligence			Content relating to Technology & Computing > Artificial Intelligence: AI, artificial intelligence, machine learning.
598	596	Technology & Computing	Augmented Reality			Content relating to Technology & Computing > Augmented Reality: AR, augmented reality, mixed reality.
599	596	Technology & Computing	Computing			Content relating to Technology & Computing > Computing: computing, computers, PC, software.
600	599	Technology & Computing	Computing	Computer Networking		Content relating to Technology & Computing > Computing > Computer Networking: networking, network, LAN, WiFi.
601	599	Technology & Computing	Computing	Computer Peripherals		Content relating to Technology & Computing > Computing > Computer Peripherals: peripherals, monitor, keyboard, printer.
602	599	Technology & Computing	Computing	Computer Software and Applications		Content relating to Technology & Computing > Computing > Computer Software and Applications: software, applications, apps, programs.
603	602	Technology & Computing	Computing	Computer Software and Applications	3-D Graphics	Content relating to Technology & Computing > Computing > Computer Software and Applications > 3-D Graphics: 3D graphics, 3D modeling, CGI.
608	602	Technology & Computing	Computing	Computer Software and Applications	Antivirus Software	Content relating to Technology & Computing > Computing > Computer Software and Applications > Antivirus Software: antivirus, malware protection, security software.
609	602	Technology & Computing	Computing	Computer Software and Applications	Browsers	Content relating to Technology & Computing > Computing > Computer Software and Applications > Browsers: browser, Chrome, Firefox, Safari.
610	602	Technology & Computing	Computing	Computer Software and Applications	Computer Animation	Content relating to Technology & Computing > Computing > Computer Software and Applications > Computer Animation: computer animation, 3D animation.
611	602	Technology & Computing	Computing	Computer Software and Applications	Databases	Content relating to Technology & Computing > Computing > Computer Software and Applications > Databases: databases, SQL, data management.
612	602	Technology & Computing	Computing	Computer Software and Applications	Desktop Publishing	Content relating to Technology & Computing > Computing > Computer Software and Applications > Desktop Publishing: desktop publishing, DTP, layout.
613	602	Technology & Computing	Computing	Computer Software and Applications	Digital Audio	Content relating to Technology & Computing > Computing > Computer Software and Applications > Digital Audio: digital audio, audio software, DAW.
WQC6HR	602	Technology & Computing	Computing	Computer Software and Applications	Maps & Navigation	Content relating to Technology & Computing > Computing > Computer Software and Applications > Maps & Navigation: maps, GPS, navigation apps.
614	602	Technology & Computing	Computing	Computer Software and Applications	Graphics Software	Content relating to Technology & Computing > Computing > Computer Software and Applications > Graphics Software: graphics software, image editing.
615	602	Technology & Computing	Computing	Computer Software and Applications	Operating Systems	Content relating to Technology & Computing > Computing > Computer Software and Applications > Operating Systems: operating system, OS, Windows, Mac.
604	602	Technology & Computing	Computing	Computer Software and Applications	Photo Editing Software	Content relating to Technology & Computing > Computing > Computer Software and Applications > Photo Editing Software: photo editing, Photoshop, image editor.
605	602	Technology & Computing	Computing	Computer Software and Applications	Shareware and Freeware	Content relating to Technology & Computing > Computing > Computer Software and Applications > Shareware and Freeware: freeware, shareware, free software.
606	602	Technology & Computing	Computing	Computer Software and Applications	Video Software	Content relating to Technology & Computing > Computing > Computer Software and Applications > Video Software: video software, video editing.
